,no,case_number,property_type,city,district,neighborhood,address_number,apartment_block,floor,room,apartment_name,full_address,auction_date,percentage,result,auction_count,appraised_value,minimum_bid_price,sale_price,sale_rate,number_of_bidders,land_m2,land_pyung,building_m2,building_pyung,image
490,491,2021-104153(1),아파트,서울특별시,노원구,월계동,18,117동,15.0,1501,그랑빌아파트,서울특별시 노원구 월계동 18외 1필지 그랑빌아파트 제117동 제15층 제1501호,2022-04-27,80,배당종결,1,820000000,656000000,785736000,96,14,19.336,5.85,59.94,18.13,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/104153/282098.jpg
491,492,2021-2223(1),아파트,서울특별시,영등포구,영등포동,1,,8.0,811,네이처해밀아파트,서울특별시 영등포구 영등포동1가 145 네이처해밀아파트 제8층 제811호,2022-04-20,64,배당종결,2,140000000,89600000,123200090,88,13,6.2186,1.88,15.076,4.56,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/2223/109934.jpg
492,493,2020-2509(1),아파트,서울특별시,양천구,신정동,325,1117동,11.0,1107,목동신시가지아파트,서울특별시 양천구 신정동 325외 1필지 목동신시가지아파트 제1117동 제11층 제1107호,2022-04-19,100,배당종결,0,932000000,932000000,1225100000,131,18,54.95,16.62,51.48,15.57,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/2509/28349_AUTO_359.jpg
493,494,2021-109117(1),아파트,서울특별시,양천구,신정동,948-24,101동,13.0,1301,신호아파트,서울특별시 양천구 신정동 948-24 신호아파트 제101동 제13층 제1301호,2022-04-19,100,배당종결,0,515000000,515000000,583990000,113,3,14.75,4.46,59.94,18.13,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/109117/17529_AUTO_10.jpg
494,495,2019-51045(1),아파트,서울특별시,송파구,오금동,30-2,201동,15.0,1502,,서울특별시 송파구 오금동 30-2 오금동쌍용스윗닷홈 제201동 제15층 제1502호,2022-04-18,100,매각,0,1030000000,1030000000,1452000002,141,11,58.36,17.65,143.82,43.51,http://img1.speedauction.co.kr/new_gamimg/2020/A02/2019/51045/44169.jpg
495,496,2020-6369(1),아파트,서울특별시,강남구,삼성동,17,101동,6.0,603,삼성동롯데아파트,서울특별시 강남구 삼성동 17 삼성동롯데아파트 제101동 제6층 제603호,2022-04-12,80,매각,1,2040000000,1632000000,2159999999,106,29,33.53,10.14,91.77,27.76,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/6369/143101.jpg
496,497,2021-100787(1),아파트,서울특별시,동작구,703동,6,,,602,신동아리버파크,"서울특별시 동작구 만양로 19, 703동 6층602호 (노량진동,신동아리버파크)",2022-04-12,100,배당종결,0,1160000000,1160000000,1218090000,105,5,40.88,12.37,114.75,34.71,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/100787/95823.jpg
497,498,2021-2123(1),아파트,서울특별시,서대문구,북가좌동,431,6동,10.0,1002,연희한양아파트,서울특별시 서대문구 북가좌동 431외 6필지 연희한양아파트 제6동 제10층 제1002호,2022-04-12,80,배당종결,1,175000000,140000000,170111000,97,7,6.946,2.1,13.068,3.95,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/2123/101730.jpg
498,499,2021-51392(1),아파트,서울특별시,용산구,이촌동,302-62,,9.0,903,,서울특별시 용산구 이촌동 302-62 코스모스 맨션 제9층 제903호,2022-04-12,100,배당종결,0,2090000000,2090000000,2093570000,100,1,81.2899,24.59,250.44,75.76,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/51392/105124.jpg
499,500,2021-105603(1),아파트,서울특별시,강서구,가양동,1459,107동,10.0,1002,대아아파트,서울특별시 강서구 가양동 1459 대아아파트 제107동 제10층 제1002호,2022-04-12,100,배당종결,0,1300000000,1300000000,1501305000,115,2,66.305,20.06,134.88,40.8,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/105603/111811.jpg
500,501,2020-108738(1),아파트,서울특별시,도봉구,방학동,266-3,,6.0,602,성원아파트,서울특별시 도봉구 방학동 266-3 성원아파트 제6층 제602호,2022-04-12,2,배당종결,3,404000000,206848000,250100000,62,3,60.37,18.26,115.41,34.91,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/108738/09736_AUTO_51.jpg
501,502,2021-102874(1),아파트,서울특별시,중랑구,신내동,591,404동,11.0,1105,동성아파트,서울특별시 중랑구 신내동 591 동성아파트 제404동 제11층 제1105호,2022-04-12,80,배당종결,1,583000000,466400000,558850000,96,9,22.83,6.91,59.4,17.97,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/102874/93393.jpg
502,503,2021-103747(1),아파트,서울특별시,성북구,장위동,312,101동,3.0,308,우방아파트,서울특별시 성북구 장위동 312 우방아파트 제101동 제3층 제308호,2022-04-12,100,배당종결,0,492000000,492000000,512378000,104,3,18.277,5.53,59.98,18.14,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/103747/100685.jpg
503,504,2021-1272(1),아파트,서울특별시,강동구,고덕동,688,306동,3.0,304,,서울특별시 강동구 고덕동 688외 2필지 래미안힐스테이트고덕 제306동 제3층 제304호,2022-04-11,80,배당종결,1,1600000000,1280000000,1530000000,96,7,46.18,13.97,84.94,25.69,http://img1.speedauction.co.kr/new_gamimg/2022/A02/2021/1272/283532.jpg
504,505,2021-50915(1),아파트,서울특별시,송파구,문정동,1,114동,17.0,1701,문정래미안아파트,서울특별시 송파구 문정동 1외 2필지 문정래미안아파트 제114동 제17층 제1701호,2022-04-11,100,배당종결,0,1936000000,1936000000,1937000000,100,1,70.11,21.21,170.7,51.64,http://img1.speedauction.co.kr/new_gamimg/2022/A02/2021/50915/31957_AUTO_204.jpg
505,506,2020-6376(1),아파트,서울특별시,서초구,방배동,424-28,104동,13.0,1303,,서울특별시 서초구 방배동 424-28 방배롯데캐슬아르떼 제104동 제13층 제1303호,2022-04-06,100,배당종결,0,1910000000,1910000000,2058000001,108,4,43.5155,13.16,84.9321,25.69,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2020/6376/100524.jpg
506,507,2021-100909(1),아파트,서울특별시,종로구,평창동,102,,4.0,402,,서울특별시 종로구 평창동 102 르트랑시망 제4층 제402호,2022-04-06,80,배당종결,1,1290000000,1032000000,1213500000,94,1,95.52,28.89,158.53,47.96,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/100909/157096.jpg
507,508,2021-103013(1),아파트,서울특별시,성북구,제815동,6,,,603,길음뉴타운,"서울특별시 성북구 길음로 33, 제815동 제6층 제603호 (길음동,길음뉴타운)",2022-04-06,80,배당종결,1,1325000000,1060000000,1131100000,85,2,48.58,14.7,84.94,25.69,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/103013/175490.jpg
508,509,2021-2611(3),아파트,서울특별시,은평구,대조동,6-25,,10.0,1002,영화아파트,서울특별시 은평구 대조동 6-25 영화아파트 제10층 제1002호,2022-04-05,80,배당종결,1,320000000,256000000,287000000,90,2,9.9,2.99,31.83,9.63,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/2611/48534_AUTO_25.jpg
509,510,2020-8125(1),아파트,서울특별시,양천구,신월동,1058,203동,9.0,901,,서울특별시 양천구 신월동 1058 신월동코아루2단지 제203동 제9층 제901호,2022-04-05,100,배당종결,0,450000000,450000000,550000100,122,1,68.39,20.69,84.95,25.7,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/8125/100810.jpg
510,511,2021-51699(1),아파트,서울특별시,마포구,신공덕동,167,,23.0,2302,,서울특별시 마포구 신공덕동 167외 2필지 메트로디오빌 제23층 제2302호,2022-03-29,80,배당종결,1,378000000,302400000,348590000,92,4,3.71,1.12,29.11,8.81,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/51699/122694.jpg
511,512,2021-52500(1),아파트,서울특별시,용산구,이촌동,300-10,,13.0,1302,점보아파트,서울특별시 용산구 이촌동 300-10 점보아파트 제13층 제1302호,2022-03-29,80,배당종결,1,1890000000,1512000000,1931271327,102,11,33.06,10.0,175.7,53.15,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/52500/122203.jpg
512,513,2021-52975(1),아파트,서울특별시,은평구,구산동,159-10,103동,5.0,501,,서울특별시 은평구 구산동 159-10 브라운스톤 구산 제103동 제5층 제501호,2022-03-29,100,배당종결,0,633000000,633000000,650000000,103,1,32.6,9.86,59.97,18.14,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/52975/118253.jpg
513,514,2020-110325(1),아파트,서울특별시,강서구,화곡동,1145,305동,10.0,1002,,서울특별시 강서구 화곡동 1145 우장산롯데캐슬 제305동 제10층 제1002호,2022-03-29,100,배당종결,0,1380000000,1380000000,1501999999,109,3,87.48,26.46,177.86,53.8,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/110325/122150.jpg
514,515,2020-112058(1),아파트,서울특별시,중랑구,상봉동,497,1407동,8.0,801,태영아파트,서울특별시 중랑구 상봉동 497 태영아파트상봉동데시앙 제1407동 제8층 제801호,2022-03-29,80,배당종결,1,967000000,773600000,850000000,88,10,38.2868,11.58,84.9353,25.69,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2020/112058/57417_AUTO_132.jpg
515,516,2021-100731(1),아파트,서울특별시,도봉구,도봉동,595,101동,10.0,1005,럭키아파트,서울특별시 도봉구 도봉동 595 럭키아파트 제101동 제10층 제1005호,2022-03-29,100,배당종결,0,23400000,23400000,28888880,123,5,1.83,0.55,3.54,1.07,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/100731/107769.jpg
516,517,2019-108337(1),아파트,서울특별시,강남구,청담동,42,102동,5.0,504,삼성청담아파트,서울특별시 강남구 청담동 42 삼성청담아파트 제102동 제5층 제504호,2022-03-23,64,배당종결,2,1260000000,806400000,807100000,64,1,30.48,9.22,90.41,27.35,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2019/108337/12240_AUTO_380.jpg
517,518,2021-109247(1),아파트,서울특별시,강서구,공항동,1371,102동,5.0,502,해태아파트,서울특별시 강서구 공항동 1371 해태아파트 제102동 제5층 제502호,2022-03-23,100,배당종결,0,663000000,663000000,695000000,105,1,40.07,12.12,84.27,25.49,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/109247/59877_AUTO_273.jpg
518,519,2021-1582(1),아파트,서울특별시,동대문구,이문동,225,111동,22.0,2201,이문이편한세상아파트,서울특별시 동대문구 이문동 225 이문이편한세상아파트 제111동 제22층 제2201호,2022-03-23,80,배당종결,1,493000000,394400000,418301000,85,3,20.06,6.07,39.68,12.0,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/1582/217319.jpg
519,520,2021-105279(1),아파트,서울특별시,중랑구,상봉동,499,1501동,3.0,302,,서울특별시 중랑구 상봉동 499 건영캐스빌 제1501동 제3층 제302호,2022-03-23,100,배당종결,0,860000000,860000000,860121000,100,1,41.8584,12.66,84.6475,25.61,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/105279/281312.jpg
520,521,2020-105228(1),아파트,서울특별시,서초구,서초동,1494-4,,10.0,1006,,서울특별시 서초구 서초동 1494-4외 1필지 더미켈란 제10층 제1006호,2022-03-22,64,배당종결,2,6697000000,4286080000,5252909000,78,3,108.61,32.85,268.58,81.25,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/105228/9856.jpg
521,522,2020-108012(1),아파트,서울특별시,강남구,신사동,634-14,,4.0,402,,서울특별시 강남구 신사동 634-14 신사동닛시빌라트 제4층 제402호,2022-03-22,100,배당종결,0,1340000000,1340000000,1371000000,102,2,49.01,14.83,133.5,40.38,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/108012/48826.jpg
522,523,2020-110411(1),아파트,서울특별시,강남구,역삼동,763-16,201동,3.0,304,,서울특별시 강남구 역삼동 763-16 래미안그레이튼 제201동 제3층 제304호,2022-03-22,2,배당종결,3,2980000000,1525760000,2100999999,71,26,69.59,21.05,142.06,42.97,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/110411/51529_01.png
523,524,2021-2759(1),아파트,서울특별시,금천구,독산동,1095,12동,3.0,303,한신아파트,서울특별시 금천구 독산동 1095외 3필지 한신아파트 제12동 제3층 제303호,2022-03-22,80,배당종결,0,250000000,200000000,213830000,86,4,12.897,3.9,29.82,9.02,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/2759/36468_AUTO_153.jpg
524,525,2021-105887(1),아파트,서울특별시,강서구,화곡동,143-6,2동,5.0,501,성재센트리움아파트,서울특별시 강서구 화곡동 143-6 성재센트리움아파트 제주건축물 제2동 제5층 제501호,2022-03-22,64,배당종결,2,127000000,81280000,81280000,64,1,5.48,1.66,16.56,5.01,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/105887/165130.jpg
525,526,2021-606(1),아파트,서울특별시,강동구,길동,45,,11.0,1102,,서울특별시 강동구 길동 45 우림루미아트 제11층 제1102호,2022-03-21,100,배당종결,0,578000000,578000000,717000000,124,8,36.1288,10.93,80.79,24.44,http://img1.speedauction.co.kr/new_gamimg/2022/A02/2021/606/12437_AUTO_5.jpg
526,527,2021-101748(1),아파트,서울특별시,금천구,독산동,993-36,,2.0,202,리치힐아파트,서울특별시 금천구 독산동 993-36 리치힐아파트 제2층 제202호,2022-03-16,64,배당종결,2,218000000,139520000,170040000,78,6,24.64,7.45,52.545,15.89,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/101748/162923.jpg
527,528,2021-623(1),아파트,서울특별시,양천구,신월동,1044,101동,11.0,1104,정은스카이빌아파트,서울특별시 양천구 신월동 1044 정은스카이빌아파트 제101동 제11층 제1104호,2022-03-15,80,배당종결,1,44000000,35200000,40100000,91,3,3.3641,1.02,6.4588,1.95,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/623/143049.jpg
528,529,2021-104167(1),아파트,서울특별시,영등포구,영등포동,1,,11.0,1103,,서울특별시 영등포구 영등포동1가 75-4 메트로가든 제11층 제1103호,2022-03-15,64,배당종결,2,146000000,93440000,110000000,75,1,4.914,1.49,12.21,3.69,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/104167/211756.jpg
529,530,2020-4370(1),아파트,서울특별시,강남구,청담동,128,,11.0,1101,,서울특별시 강남구 청담동 128 상지카일룸 제11층 제1101호,2022-03-10,80,배당종결,1,6610000000,5288000000,6410041004,97,5,69.5412,21.04,244.98,74.11,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/4370/122663.jpg
530,531,2020-108906(1),아파트,서울특별시,동작구,신대방동,395-66,,27.0,2701,,서울특별시 동작구 신대방동 395-66 보라매삼성쉐르빌 제27층 제2701호,2022-03-10,100,배당종결,0,1270000000,1270000000,1350100000,106,4,19.096,5.78,163.83,49.56,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2020/108906/37044.jpg
531,532,2020-107972(1),아파트,서울특별시,강남구,개포동,654,201동,3.0,301,현대아파트,서울특별시 강남구 개포동 654외 1필지 현대아파트 제201동 제3층 제301호,2022-03-08,100,배당종결,0,2550000000,2550000000,2561111111,100,1,95.32,28.83,131.83,39.88,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/107972/18344.jpg
532,533,2021-107559(1),아파트,서울특별시,서초구,반포동,1046,19동,3.0,308,,서울특별시 서초구 반포동 1046외 3필지 에이아이디차관주택 제19동 제3층 제308호,2022-03-08,80,배당종결,1,2800000000,2240000000,2351000000,84,1,54.08,16.36,72.51,21.93,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/107559/36814.jpg
533,534,2021-1656(1),아파트,서울특별시,마포구,공덕동,11-174,,1.0,102,현대아파트,서울특별시 마포구 공덕동 11-174외 11필지 현대아파트 제1층 제102호,2022-03-08,100,배당종결,0,149750000,149750000,150000000,100,1,54.08,16.36,18.5,5.6,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/1656/100469.jpg
534,535,2021-1847(1),아파트,서울특별시,용산구,102동,3,,,306,우성아파트,"서울특별시 용산구 이촌로 193, 102동 3층306호 (이촌동,우성아파트)",2022-03-08,100,배당종결,0,400000000,400000000,400000000,100,1,8.8626,2.68,22.948,6.94,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/1847/100904.jpg
535,536,2021-1953(4),아파트,서울특별시,마포구,공덕동,11-174,,6.0,602,현대아파트,서울특별시 마포구 공덕동 11-174외 11필지 현대아파트 제6층 제602호,2022-03-08,100,배당종결,0,507000000,507000000,400000000,100,1,8.8626,2.68,15.33,4.64,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/1953/22320_AUTO_88.jpg
536,537,2021-1953(5),아파트,서울특별시,마포구,공덕동,11-174,,6.0,603,현대아파트,서울특별시 마포구 공덕동 11-174외 11필지 현대아파트 제6층 제603호,2022-03-08,100,배당종결,0,524000000,524000000,400000000,100,1,8.8626,2.68,15.525,4.7,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/1953/22320_AUTO_88.jpg
537,538,2021-53305(1),아파트,서울특별시,용산구,이촌동,404,212동,16.0,1605,한가람아파트,서울특별시 용산구 이촌동 404외 7필지 한가람아파트 제212동 제16층 제1605호,2022-03-08,80,배당종결,1,2100000000,1680000000,1879890000,90,3,29.028,8.78,84.96,25.7,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/53305/47135_AUTO_381.jpg
538,539,2021-101741(1),아파트,서울특별시,성북구,종암동,132,,8.0,803,,서울특별시 성북구 종암동 132 종암우림카이져팰리스 제8층 제101-803호,2022-03-02,80,배당종결,1,810000000,648000000,800000000,99,8,21.78,6.59,84.52,25.57,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/101741/34239.jpg
539,540,2021-101802(1),아파트,서울특별시,강북구,수유동,205,11동,6.0,604,수유벽산아파트,서울특별시 강북구 수유동 205 수유벽산아파트 제11동 제6층 제604호,2022-03-02,80,배당종결,1,530000000,424000000,523360000,99,15,33.62,10.17,63.78,19.29,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/101802/29322.jpg
540,541,2014-26774(1),아파트,서울특별시,노원구,상계동,766-1,103동,1.0,104,미도아파트,서울특별시 노원구 상계동 766-1 미도아파트 제103동 제1층 제104호,2022-02-23,80,배당종결,2,880000000,704000000,704100000,80,1,46.78,14.15,87.57,26.49,http://thumnail.speedauction.co.kr/2016/0328/A052014267741_14118.jpg
541,542,2021-15(1),아파트,서울특별시,도봉구,방학동,271-1,21동,8.0,808,신동아아파트,서울특별시 도봉구 방학동 271-1 신동아아파트 제21동 제8층 제808호,2022-02-23,100,배당종결,0,94285000,94285000,101650000,108,2,2.241,0.68,12.3858,3.75,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2021/15/88603.jpg
542,543,2019-1868(1),아파트,서울특별시,용산구,이촌동,301-162,,3.0,301,건축물대장상:현대맨숀,서울특별시 용산구 이촌동 301-162 현대아파트(건축물대장상:현대맨숀) 제나동 제3층 제301호,2022-02-22,80,배당종결,1,1160000000,928000000,938000000,81,1,21.212,6.42,63.05,19.07,http://img1.speedauction.co.kr/new_gamimg/2019/A03/2019/1868/155669.jpg
543,544,2021-52425(1),아파트,서울특별시,서대문구,홍은동,394-1,,5.0,502,,서울특별시 서대문구 홍은동 394-1 신원지벤스타 제5층 제502호,2022-02-22,100,배당종결,0,725000000,725000000,810070000,112,3,54.38,16.45,129.96,39.31,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2021/52425/18964_AUTO_46.jpg
544,545,2020-7276(1),아파트,서울특별시,구로구,신도림동,646,1107동,10.0,1002,편한세상아파트,서울특별시 구로구 신도림동 646 신도림4차이-편한세상아파트 제1107동 제10층 제1002호,2022-02-16,64,배당종결,2,804000000,514560000,607120000,76,5,28.476,8.61,58.87,17.81,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/7276/79360.jpg
545,546,2021-103174(1),아파트,서울특별시,성북구,정릉동,1028,102동,7.0,701,,서울특별시 성북구 정릉동 1028 정릉이편한세상 제102동 제7층 제701호,2022-02-16,80,배당종결,1,820000000,656000000,783220000,96,8,44.75,13.54,85.0,25.71,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2021/103174/16770_AUTO_287.jpg
546,547,2021-52500(2),아파트,서울특별시,용산구,이촌동,302-28,,8.0,801,,서울특별시 용산구 이촌동 302-28 타워맨션 제8층 제801호,2022-02-15,100,배당종결,0,2256000000,2256000000,2310010000,102,1,46.28,14.0,202.45,61.24,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/52500/122222.jpg
547,548,2020-5182(1),아파트,서울특별시,서초구,서초동,1496-24,,5.0,502,,"서울특별시 서초구 서초동 1496-24 트라움하우스3 제4,5층 제502호",2022-02-15,64,배당종결,2,5760000000,3686400000,4242400000,74,4,124.89,37.78,273.86,82.84,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/5182/20247.jpg
548,549,2020-6628(1),아파트,서울특별시,서초구,잠원동,161,101동,20.0,2003,,서울특별시 서초구 잠원동 161 래미안신반포리오센트 제101동 제20층 제2003호,2022-02-15,100,배당종결,0,2910000000,2910000000,2923800000,100,1,47.2524,14.29,108.37,32.78,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2020/6628/121396.jpg
549,550,2021-52692(1),아파트,서울특별시,은평구,신사동,200-16,,3.0,302,명남아파트,서울특별시 은평구 신사동 200-16외 1필지 명남아파트 제3층 제302호,2022-02-15,100,배당종결,0,285000000,285000000,297000000,104,2,31.29,9.47,80.38,24.31,http://img1.speedauction.co.kr/new_gamimg/2022/A03/2021/52692/122799.jpg
550,551,2020-110915(1),아파트,서울특별시,도봉구,창동,45,103동,19.0,1901,삼성아파트,서울특별시 도봉구 창동 45 삼성아파트 제103동 제19층 제1901호,2022-02-15,100,배당종결,0,750000000,750000000,777800000,104,3,35.32,10.68,73.77,22.32,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/110915/48239.jpg
551,552,2019-1729(1),아파트,서울특별시,송파구,가락동,1-10,,4.0,402,,서울특별시 송파구 가락동 1-10외 2필지 가락동현대빌라트 제4층 제402호,2022-02-14,100,배당종결,0,762000000,762000000,1105000000,145,24,52.45,15.87,156.47,47.33,http://img1.speedauction.co.kr/new_gamimg/2020/A02/2019/1729/04_1583712514.gif
552,553,2016-104804(14),아파트,서울특별시,금천구,독산동,,,,,푸른터,"서울특별시 금천구 남부순환로120길 23, 제7층 제703호 (독산동,푸른터)",2022-02-09,80,매각,1,418000000,334400000,430100000,103,1,27.32,8.26,81.56,24.67,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2016/104804/03445_AUTO_86.jpg
553,554,2016-104804(15),아파트,서울특별시,금천구,독산동,,,,,푸른터,"서울특별시 금천구 남부순환로120길 23, 제5층 제501호 (독산동,푸른터)",2022-02-09,80,매각,1,416000000,332800000,420001000,101,1,27.32,8.26,81.56,24.67,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2016/104804/03445_AUTO_86.jpg
554,555,2016-104804(16),아파트,서울특별시,금천구,독산동,,,,,푸른터,"서울특별시 금천구 남부순환로120길 23, 제5층 제502호 (독산동,푸른터)",2022-02-09,80,매각,1,392000000,313600000,431000000,110,1,27.32,8.26,81.56,24.67,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2016/104804/03445_AUTO_86.jpg
555,556,2021-103447(1),아파트,서울특별시,양천구,목동,70,226동,3.0,303,목동신시가지아파트,"서울특별시 양천구 목동서로 70, 제226동 제3층 제303호 (목동, 목동신시가지아파트)",2022-02-08,80,배당종결,1,1255000000,1004000000,1014000000,81,1,69.925,21.15,76.32,23.09,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/103447/211913.jpg
556,557,2021-100700(1),아파트,서울특별시,성북구,하월곡동,222,125동,3.0,304,월곡두산위브아파트,서울특별시 성북구 하월곡동 222 월곡두산위브아파트 제125동 제3층 제304호,2022-02-08,80,배당종결,1,866000000,692800000,841370000,97,12,38.387,11.61,84.843,25.67,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2021/100700/160269.jpg
557,558,2019-2934(1),아파트,서울특별시,서초구,방배동,482-4,,1.0,102,,서울특별시 서초구 방배동 482-4 청광아트빌14차 제1층 제102호,2022-02-03,100,배당종결,0,1470000000,1470000000,1860000000,127,18,101.56,30.72,244.84,74.06,http://img1.speedauction.co.kr/new_gamimg/2020/A01/2019/2934/5584.jpg
558,559,2019-2934(2),아파트,서울특별시,서초구,방배동,482-4,,2.0,202,,서울특별시 서초구 방배동 482-4 청광아트빌14차 제2층 제202호,2022-02-03,100,배당종결,0,1480000000,1480000000,1759999990,119,10,101.55,30.72,244.84,74.06,http://img1.speedauction.co.kr/new_gamimg/2020/A01/2019/2934/5584.jpg
559,560,2020-108890(1),아파트,서울특별시,서초구,서초동,1445-4,,12.0,1206,,서울특별시 서초구 서초동 1445-4 래미안서초유니빌 제12층 제1206호,2022-01-26,100,배당종결,0,395000000,395000000,458800000,116,6,6.549,1.98,47.357,14.33,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2020/108890/47653.jpg
560,561,2021-102239(1),아파트,서울특별시,영등포구,신길동,769-1,101동,6.0,604,한성아파트,서울특별시 영등포구 신길동 769-1외 1필지 한성아파트 제101동 제6층 제604호,2022-01-26,80,배당종결,1,351000000,280800000,308840000,88,4,15.47,4.68,33.04,9.99,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/102239/162921.jpg
561,562,2021-104778(1),아파트,서울특별시,강서구,방화동,871,102동,5.0,504,방신서광아파트,서울특별시 강서구 방화동 871 방신서광아파트 제102동 제5층 제504호,2022-01-26,100,배당종결,0,672000000,672000000,765000000,114,6,48.487,14.67,113.338,34.28,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2021/104778/49437.jpg
562,563,2021-790(1),아파트,서울특별시,마포구,용강동,508,102동,9.0,902,,서울특별시 마포구 용강동 508 이편한세상마포리버파크 제102동 제9층 제902호,2022-01-25,64,배당종결,2,340000000,217600000,272100000,80,8,7.48,2.26,13.3288,4.03,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2021/790/52213_AUTO_526.jpg
563,564,2021-1038(1),아파트,서울특별시,서대문구,홍은동,393-1,,3.0,302,,서울특별시 서대문구 홍은동 393-1 신원지벤스타 제3층 제302호,2022-01-25,80,배당종결,1,846000000,676800000,870099000,103,24,77.17,23.34,191.28,57.86,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2021/1038/57889_AUTO_103.jpg
564,565,2021-102765(1),아파트,서울특별시,영등포구,양평동,6,101동,8.0,807,한솔아파트,서울특별시 영등포구 양평동6가 99 한솔아파트 제101동 제8층 제807호,2022-01-25,80,매각,1,921000000,736800000,833300000,90,5,26.96,8.16,84.13,25.45,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/102765/153205.jpg
565,566,2021-916(1),아파트,서울특별시,노원구,1101동,3,,,310,상계주공아파트,"서울특별시 노원구 동일로227길 25, 1101동 3층310호 (상계동,상계주공아파트)",2022-01-25,100,배당종결,0,630000000,630000000,632000000,100,1,39.18,11.85,49.94,15.11,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2021/916/28683.jpg
566,567,2021-105931(1),아파트,서울특별시,영등포구,영등포동,1,,11.0,1106,,서울특별시 영등포구 영등포동1가 75-4 메트로가든 제11층 제1106호,2022-01-19,64,배당종결,2,148000000,94720000,111820000,76,7,4.991,1.51,12.4,3.75,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2021/105931/168703.jpg
567,568,2020-5464(1),아파트,서울특별시,강북구,미아동,1353,121동,14.0,1404,에스케이북한산시티아파트,서울특별시 강북구 미아동 1353 에스케이북한산시티아파트 제121동 제14층 제1404호,2022-01-19,100,배당종결,0,675000000,675000000,721000000,107,2,26.72,8.08,59.98,18.14,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/5464/296952.jpg
