,case_number,property_type,auction_date,percentage,result,auction_count,appraised_value,minimum_bid_price,sale_price,sale_rate,number_of_bidders,land_m2,land_pyung,building_m2_x,building_pyung,image,full_address_jibun,b_code,h_code,region1,region2,region3,main_address_no,sub_address_no,apartment_block,floor,room,full_address_road,road_name_x,main_building_no,sub_building_no,postcode,latitude,longitude,apartment_name,building_m2_y,construction_year,contract_price,contract_year,contract_month,contract_date,contract_type,contract_date_full,date_difference
57,2023-107(1),아파트,2023-08-01,80,매각,1,1733000000,1386400000,1392220000,80,1,29.04,8.78,126.3,38.21,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2023/107/147302.jpg,서울 마포구 신수동 462,1144011100,1144063000,서울,마포구,신수동,462,,105동,5.0,504,서울 마포구 광성로 17,광성로,17,,04094,37.5511313387287,126.934179457938,신촌숲아이파크,59.751,2019.0,1300000000,2023,7,8,중개거래,2023-07-08,24 days
58,2022-105207(1),아파트,2023-08-01,64,매각,2,588000000,376320000,464000000,79,1,45.36,13.72,84.9696,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105207/126808.jpg,서울 도봉구 방학동 740,1132010600,1132071000,서울,도봉구,방학동,740,,103동,3.0,304,서울 도봉구 시루봉로 166,시루봉로,166,,01359,37.6643336090575,127.030293219915,동양크레오아파트,84.9696,2004.0,580000000,2021,3,2,,2021-03-02,882 days
59,2022-105207(1),아파트,2023-08-01,64,매각,2,588000000,376320000,464000000,79,1,45.36,13.72,84.9696,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105207/126808.jpg,서울 도봉구 방학동 740,1132010600,1132071000,서울,도봉구,방학동,740,,103동,3.0,304,서울 도봉구 시루봉로 166,시루봉로,166,,01359,37.6643336090575,127.030293219915,동양크레오아파트,84.9696,2004.0,430000000,2021,6,18,,2021-06-18,774 days
60,2022-3028(1),아파트,2023-07-26,64,매각,2,152000000,97280000,118900000,78,1,7.226,2.19,14.166,4.29,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/3028/1239883.jpg,서울 동대문구 휘경동 365,1123010900,1123073000,서울,동대문구,휘경동,365,,106동,6.0,601,서울 동대문구 장안벚꽃로5길 10,장안벚꽃로5길,10,,02513,37.5823446326166,127.073299760443,휘경동일하이빌,59.934,2005.0,690000000,2020,12,19,,2020-12-19,949 days
61,2022-3097(1),아파트,2023-07-26,64,매각,2,464000000,296960000,351000000,76,11,21.799,6.59,33.18,10.04,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/3097/05423_AUTO_38.jpg,서울 노원구 월계동 320-11,1135010200,1135058000,서울,노원구,월계동,320,11,301동,12.0,1206,서울 노원구 월계로55길 15,월계로55길,15,,01865,37.6317295957652,127.059686274576,사슴3,39.6,1995.0,550000000,2021,8,19,,2021-08-19,706 days
62,2022-3097(1),아파트,2023-07-26,64,매각,2,464000000,296960000,351000000,76,11,21.799,6.59,33.18,10.04,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/3097/05423_AUTO_38.jpg,서울 노원구 월계동 320-11,1135010200,1135058000,서울,노원구,월계동,320,11,301동,12.0,1206,서울 노원구 월계로55길 15,월계로55길,15,,01865,37.6317295957652,127.059686274576,사슴3,39.6,1995.0,560000000,2021,9,15,,2021-09-15,679 days
63,2022-105610(1),아파트,2023-07-26,2,매각,3,568000000,290816000,374880000,66,19,29.21,8.84,41.3,12.49,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105610/65106.jpg,서울 노원구 상계동 637,1135010500,1135071000,서울,노원구,상계동,637,,1301동,9.0,905,서울 노원구 한글비석로54길 92,한글비석로54길,92,,01672,37.6676719950496,127.062259494942,상계주공13(고층),45.55,1989.0,380000000,2022,9,27,중개거래,2022-09-27,302 days
64,2022-105610(1),아파트,2023-07-26,2,매각,3,568000000,290816000,374880000,66,19,29.21,8.84,41.3,12.49,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105610/65106.jpg,서울 노원구 상계동 637,1135010500,1135071000,서울,노원구,상계동,637,,1301동,9.0,905,서울 노원구 한글비석로54길 92,한글비석로54길,92,,01672,37.6676719950496,127.062259494942,상계주공13(고층),45.9,1989.0,590000000,2021,9,8,,2021-09-08,686 days
65,2022-105610(1),아파트,2023-07-26,2,매각,3,568000000,290816000,374880000,66,19,29.21,8.84,41.3,12.49,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105610/65106.jpg,서울 노원구 상계동 637,1135010500,1135071000,서울,노원구,상계동,637,,1301동,9.0,905,서울 노원구 한글비석로54길 92,한글비석로54길,92,,01672,37.6676719950496,127.062259494942,상계주공13(고층),58.01,1989.0,500000000,2020,11,26,,2020-11-26,972 days
66,2022-105610(1),아파트,2023-07-26,2,매각,3,568000000,290816000,374880000,66,19,29.21,8.84,41.3,12.49,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105610/65106.jpg,서울 노원구 상계동 637,1135010500,1135071000,서울,노원구,상계동,637,,1301동,9.0,905,서울 노원구 한글비석로54길 92,한글비석로54길,92,,01672,37.6676719950496,127.062259494942,상계주공13(고층),45.9,1989.0,410000000,2020,12,12,,2020-12-12,956 days
67,2022-105610(1),아파트,2023-07-26,2,매각,3,568000000,290816000,374880000,66,19,29.21,8.84,41.3,12.49,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105610/65106.jpg,서울 노원구 상계동 637,1135010500,1135071000,서울,노원구,상계동,637,,1301동,9.0,905,서울 노원구 한글비석로54길 92,한글비석로54길,92,,01672,37.6676719950496,127.062259494942,상계주공13(고층),45.55,1989.0,410000000,2021,2,3,,2021-02-03,903 days
68,2022-105610(1),아파트,2023-07-26,2,매각,3,568000000,290816000,374880000,66,19,29.21,8.84,41.3,12.49,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105610/65106.jpg,서울 노원구 상계동 637,1135010500,1135071000,서울,노원구,상계동,637,,1301동,9.0,905,서울 노원구 한글비석로54길 92,한글비석로54길,92,,01672,37.6676719950496,127.062259494942,상계주공13(고층),49.94,1989.0,630000000,2021,5,29,,2021-05-29,788 days
69,2023-101326(1),아파트,2023-07-25,100,매각,0,2960000000,2960000000,2971999000,100,1,75.13,22.73,132.05,39.95,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/101326/144245.jpg,서울 강남구 대치동 65,1168010600,1168061000,서울,강남구,대치동,65,,8동,9.0,908,서울 강남구 영동대로 220,영동대로,220,,06285,37.4994725764941,127.070483284674,쌍용대치2,84.49,1983.0,2250000000,2021,9,17,,2021-09-17,676 days
70,2023-101449(1),아파트,2023-07-25,80,매각,1,1550000000,1240000000,1410000319,91,5,28.4,8.59,173.84,52.59,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/101449/12392.jpg,서울 강남구 대치동 65,1168010600,1168061000,서울,강남구,대치동,65,,8동,9.0,908,서울 강남구 영동대로 220,영동대로,220,,06285,37.4994725764941,127.070483284674,쌍용대치2,84.49,1983.0,2250000000,2021,9,17,,2021-09-17,676 days
71,2023-102404(1),아파트,2023-07-25,80,매각,1,1030000000,824000000,869752000,84,1,34.475,10.43,84.79,25.65,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/102404/56812_AUTO_24.jpg,서울 강남구 대치동 65,1168010600,1168061000,서울,강남구,대치동,65,,8동,9.0,908,서울 강남구 영동대로 220,영동대로,220,,06285,37.4994725764941,127.070483284674,쌍용대치2,84.49,1983.0,2250000000,2021,9,17,,2021-09-17,676 days
72,2022-2803(1),아파트,2023-07-25,64,매각,2,1013000000,648320000,750000000,74,20,48.85,14.78,84.97,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/2803/1132185.jpg,서울 강북구 미아동 813,1130510100,1130557500,서울,강북구,미아동,813,,107동,10.0,1002,서울 강북구 삼양로19길 25,삼양로19길,25,,01200,37.6139423356183,127.020726256988,래미안트리베라1단지,59.6,2010.0,910000000,2021,10,25,,2021-10-25,638 days
73,2022-2803(1),아파트,2023-07-25,64,매각,2,1013000000,648320000,750000000,74,20,48.85,14.78,84.97,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/2803/1132185.jpg,서울 강북구 미아동 813,1130510100,1130557500,서울,강북구,미아동,813,,107동,10.0,1002,서울 강북구 삼양로19길 25,삼양로19길,25,,01200,37.6139423356183,127.020726256988,래미안트리베라1단지,84.97,2010.0,1040000000,2022,1,19,중개거래,2022-01-19,552 days
74,2022-2803(1),아파트,2023-07-25,64,매각,2,1013000000,648320000,750000000,74,20,48.85,14.78,84.97,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/2803/1132185.jpg,서울 강북구 미아동 813,1130510100,1130557500,서울,강북구,미아동,813,,107동,10.0,1002,서울 강북구 삼양로19길 25,삼양로19길,25,,01200,37.6139423356183,127.020726256988,래미안트리베라1단지,84.97,2010.0,870000000,2020,9,24,,2020-09-24,1034 days
75,2022-2803(1),아파트,2023-07-25,64,매각,2,1013000000,648320000,750000000,74,20,48.85,14.78,84.97,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/2803/1132185.jpg,서울 강북구 미아동 813,1130510100,1130557500,서울,강북구,미아동,813,,107동,10.0,1002,서울 강북구 삼양로19길 25,삼양로19길,25,,01200,37.6139423356183,127.020726256988,래미안트리베라1단지,84.97,2010.0,970000000,2021,5,4,,2021-05-04,812 days
76,2022-107678(1),아파트,2023-07-25,64,매각,2,816000000,522240000,574990000,70,2,35.005,10.59,84.09,25.44,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/107678/902538.jpg,서울 성북구 정릉동 239,1129013300,1129065000,서울,성북구,정릉동,239,,103동,10.0,1002,서울 성북구 솔샘로 120,솔샘로,120,,02702,37.6184876142783,127.007297911588,정릉풍림아이원,60.0,2005.0,550000000,2023,2,5,중개거래,2023-02-05,170 days
77,2022-107678(1),아파트,2023-07-25,64,매각,2,816000000,522240000,574990000,70,2,35.005,10.59,84.09,25.44,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/107678/902538.jpg,서울 성북구 정릉동 239,1129013300,1129065000,서울,성북구,정릉동,239,,103동,10.0,1002,서울 성북구 솔샘로 120,솔샘로,120,,02702,37.6184876142783,127.007297911588,정릉풍림아이원,59.88,2005.0,460000000,2023,7,3,중개거래,2023-07-03,22 days
78,2022-107678(1),아파트,2023-07-25,64,매각,2,816000000,522240000,574990000,70,2,35.005,10.59,84.09,25.44,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/107678/902538.jpg,서울 성북구 정릉동 239,1129013300,1129065000,서울,성북구,정릉동,239,,103동,10.0,1002,서울 성북구 솔샘로 120,솔샘로,120,,02702,37.6184876142783,127.007297911588,정릉풍림아이원,59.88,2005.0,610000000,2021,8,21,,2021-08-21,703 days
79,2022-107678(1),아파트,2023-07-25,64,매각,2,816000000,522240000,574990000,70,2,35.005,10.59,84.09,25.44,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/107678/902538.jpg,서울 성북구 정릉동 239,1129013300,1129065000,서울,성북구,정릉동,239,,103동,10.0,1002,서울 성북구 솔샘로 120,솔샘로,120,,02702,37.6184876142783,127.007297911588,정릉풍림아이원,59.88,2005.0,610000000,2022,6,3,중개거래,2022-06-03,417 days
80,2022-107678(1),아파트,2023-07-25,64,매각,2,816000000,522240000,574990000,70,2,35.005,10.59,84.09,25.44,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/107678/902538.jpg,서울 성북구 정릉동 239,1129013300,1129065000,서울,성북구,정릉동,239,,103동,10.0,1002,서울 성북구 솔샘로 120,솔샘로,120,,02702,37.6184876142783,127.007297911588,정릉풍림아이원,59.88,2005.0,590000000,2021,7,20,,2021-07-20,735 days
81,2021-53914(1),아파트,2023-07-24,80,매각,1,1247000000,997600000,1103103000,88,14,39.419,11.92,84.975,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A02/2021/53914/809707.jpg,서울 강동구 암사동 413,1174010700,1174057000,서울,강동구,암사동,413,,118동,25.0,2501,서울 강동구 고덕로 130,고덕로,130,,05256,37.5535270917359,127.139500544208,프라이어팰리스,84.975,2007.0,1120000000,2023,4,24,중개거래,2023-04-24,91 days
82,2021-53914(1),아파트,2023-07-24,80,매각,1,1247000000,997600000,1103103000,88,14,39.419,11.92,84.975,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A02/2021/53914/809707.jpg,서울 강동구 암사동 413,1174010700,1174057000,서울,강동구,암사동,413,,118동,25.0,2501,서울 강동구 고덕로 130,고덕로,130,,05256,37.5535270917359,127.139500544208,프라이어팰리스,84.949,2007.0,1140000000,2023,6,8,중개거래,2023-06-08,46 days
83,2022-113063(1),아파트,2023-07-20,64,매각,2,624000000,399360000,451000000,72,10,20.327,6.15,59.6,18.03,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/113063/99096.jpg,서울 관악구 신림동 1727,1162010200,1162077500,서울,관악구,신림동,1727,,102동,19.0,1902,서울 관악구 난곡로 167,난곡로,167,,08858,37.4697051500318,126.919101109642,그대家,84.77,2003.0,600000000,2023,3,2,중개거래,2023-03-02,140 days
84,2022-113063(1),아파트,2023-07-20,64,매각,2,624000000,399360000,451000000,72,10,20.327,6.15,59.6,18.03,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/113063/99096.jpg,서울 관악구 신림동 1727,1162010200,1162077500,서울,관악구,신림동,1727,,102동,19.0,1902,서울 관악구 난곡로 167,난곡로,167,,08858,37.4697051500318,126.919101109642,그대家,59.6,2003.0,530000000,2023,5,10,중개거래,2023-05-10,71 days
85,2023-201(1),아파트,2023-07-20,80,매각,1,1130000000,904000000,989000000,88,3,40.81,12.35,114.75,34.71,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/201/533611.jpg,서울 관악구 신림동 1727,1162010200,1162077500,서울,관악구,신림동,1727,,102동,19.0,1902,서울 관악구 난곡로 167,난곡로,167,,08858,37.4697051500318,126.919101109642,그대家,84.77,2003.0,600000000,2023,3,2,중개거래,2023-03-02,140 days
86,2023-201(1),아파트,2023-07-20,80,매각,1,1130000000,904000000,989000000,88,3,40.81,12.35,114.75,34.71,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/201/533611.jpg,서울 관악구 신림동 1727,1162010200,1162077500,서울,관악구,신림동,1727,,102동,19.0,1902,서울 관악구 난곡로 167,난곡로,167,,08858,37.4697051500318,126.919101109642,그대家,59.6,2003.0,530000000,2023,5,10,중개거래,2023-05-10,71 days
87,2023-100613(1),아파트,2023-07-20,80,매각,1,1570000000,1256000000,1353830000,86,1,24.7273,7.48,84.7739,25.64,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/100613/475469.jpg,서울 관악구 신림동 1727,1162010200,1162077500,서울,관악구,신림동,1727,,102동,19.0,1902,서울 관악구 난곡로 167,난곡로,167,,08858,37.4697051500318,126.919101109642,그대家,84.77,2003.0,600000000,2023,3,2,중개거래,2023-03-02,140 days
88,2023-100613(1),아파트,2023-07-20,80,매각,1,1570000000,1256000000,1353830000,86,1,24.7273,7.48,84.7739,25.64,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/100613/475469.jpg,서울 관악구 신림동 1727,1162010200,1162077500,서울,관악구,신림동,1727,,102동,19.0,1902,서울 관악구 난곡로 167,난곡로,167,,08858,37.4697051500318,126.919101109642,그대家,59.6,2003.0,530000000,2023,5,10,중개거래,2023-05-10,71 days
89,2023-100774(1),아파트,2023-07-20,80,매각,1,2850000000,2280000000,2557911000,90,8,48.5982,14.7,120.18,36.35,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/100774/475460.jpg,서울 관악구 신림동 1727,1162010200,1162077500,서울,관악구,신림동,1727,,102동,19.0,1902,서울 관악구 난곡로 167,난곡로,167,,08858,37.4697051500318,126.919101109642,그대家,84.77,2003.0,600000000,2023,3,2,중개거래,2023-03-02,140 days
90,2023-100774(1),아파트,2023-07-20,80,매각,1,2850000000,2280000000,2557911000,90,8,48.5982,14.7,120.18,36.35,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/100774/475460.jpg,서울 관악구 신림동 1727,1162010200,1162077500,서울,관악구,신림동,1727,,102동,19.0,1902,서울 관악구 난곡로 167,난곡로,167,,08858,37.4697051500318,126.919101109642,그대家,59.6,2003.0,530000000,2023,5,10,중개거래,2023-05-10,71 days
91,2023-101357(1),아파트,2023-07-20,80,매각,1,1202000000,961600000,1127660000,94,10,41.51,12.56,84.66,25.61,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/101357/475442.jpg,서울 관악구 신림동 1727,1162010200,1162077500,서울,관악구,신림동,1727,,102동,19.0,1902,서울 관악구 난곡로 167,난곡로,167,,08858,37.4697051500318,126.919101109642,그대家,84.77,2003.0,600000000,2023,3,2,중개거래,2023-03-02,140 days
92,2023-101357(1),아파트,2023-07-20,80,매각,1,1202000000,961600000,1127660000,94,10,41.51,12.56,84.66,25.61,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/101357/475442.jpg,서울 관악구 신림동 1727,1162010200,1162077500,서울,관악구,신림동,1727,,102동,19.0,1902,서울 관악구 난곡로 167,난곡로,167,,08858,37.4697051500318,126.919101109642,그대家,59.6,2003.0,530000000,2023,5,10,중개거래,2023-05-10,71 days
93,2023-101845(1),아파트,2023-07-20,80,매각,1,896000000,716800000,850000120,95,4,17.953,5.43,84.76,25.64,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/101845/478248.jpg,서울 관악구 신림동 1727,1162010200,1162077500,서울,관악구,신림동,1727,,102동,19.0,1902,서울 관악구 난곡로 167,난곡로,167,,08858,37.4697051500318,126.919101109642,그대家,84.77,2003.0,600000000,2023,3,2,중개거래,2023-03-02,140 days
94,2023-101845(1),아파트,2023-07-20,80,매각,1,896000000,716800000,850000120,95,4,17.953,5.43,84.76,25.64,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/101845/478248.jpg,서울 관악구 신림동 1727,1162010200,1162077500,서울,관악구,신림동,1727,,102동,19.0,1902,서울 관악구 난곡로 167,난곡로,167,,08858,37.4697051500318,126.919101109642,그대家,59.6,2003.0,530000000,2023,5,10,중개거래,2023-05-10,71 days
95,2022-111791(1),아파트,2023-07-19,80,매각,1,2180000000,1744000000,2022990000,93,11,32.9342,9.96,84.91,25.69,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/111791/145537.jpg,서울 서초구 잠원동 157,1165010600,1165058000,서울,서초구,잠원동,157,,108동,1.0,104,서울 서초구 신반포로33길 15,신반포로33길,15,,06521,37.5087440552448,127.010214201793,동아,59.8,2002.0,1470000000,2022,12,9,중개거래,2022-12-09,222 days
96,2022-111791(1),아파트,2023-07-19,80,매각,1,2180000000,1744000000,2022990000,93,11,32.9342,9.96,84.91,25.69,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/111791/145537.jpg,서울 서초구 잠원동 157,1165010600,1165058000,서울,서초구,잠원동,157,,108동,1.0,104,서울 서초구 신반포로33길 15,신반포로33길,15,,06521,37.5087440552448,127.010214201793,동아,84.91,2002.0,1040000000,2021,8,20,,2021-08-20,698 days
97,2022-111791(1),아파트,2023-07-19,80,매각,1,2180000000,1744000000,2022990000,93,11,32.9342,9.96,84.91,25.69,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/111791/145537.jpg,서울 서초구 잠원동 157,1165010600,1165058000,서울,서초구,잠원동,157,,108동,1.0,104,서울 서초구 신반포로33길 15,신반포로33길,15,,06521,37.5087440552448,127.010214201793,동아,59.8,2002.0,1700000000,2020,10,17,,2020-10-17,1005 days
